title,artist,link
Portrait of Mary Edmond (1954),Moira E. Brown,https://collections.ed.ac.uk/art/record/122807?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53644?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21966?highlight=*:*
Child's collar. Chinese,Unknown,https://collections.ed.ac.uk/art/record/102674?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99956?highlight=*:*
Standing Male Nude (1939),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/21131?highlight=*:*
Looking for women (2017),Tessa Lynch,https://collections.ed.ac.uk/art/record/102738?highlight=*:*
Chimney Pots (1966),James B. Thomson,https://collections.ed.ac.uk/art/record/21913?highlight=*:*
Abstract (1971),John F. Mooney,https://collections.ed.ac.uk/art/record/22679?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,https://collections.ed.ac.uk/art/record/22570?highlight=*:*
Untitled (Unknown),Andrew Parkinson,https://collections.ed.ac.uk/art/record/21632?highlight=*:*
Unknown (1957),Rupert F C Cracknell,https://collections.ed.ac.uk/art/record/50539?highlight=*:*
Portrait of a Girl (1949),Leszek T. Muszynski,https://collections.ed.ac.uk/art/record/22682?highlight=*:*
Siena (1956),John P Busby,https://collections.ed.ac.uk/art/record/53502?highlight=*:*
Portrait of a Woman (1952),Ruth M. L. Walker,https://collections.ed.ac.uk/art/record/123336?highlight=*:*
"Circo Togni, Ravenna (1957)",Peter McGinn,https://collections.ed.ac.uk/art/record/21115?highlight=*:*
Edinburgh Old Town Cityscape (1950),Alastair Flattely,https://collections.ed.ac.uk/art/record/21375?highlight=*:*
Lamb (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122126?highlight=*:*
Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122133?highlight=*:*
Seated Male Nude (1955),Rosemary Gray,https://collections.ed.ac.uk/art/record/21188?highlight=*:*
Replica cast (brown) of Parthenon slab GE33,Unknown,https://collections.ed.ac.uk/art/record/20657?highlight=*:*
Wall hanging (1939),Unknown,https://collections.ed.ac.uk/art/record/100009?highlight=*:*
Unknown,Britton,https://collections.ed.ac.uk/art/record/50374?highlight=*:*
Untitled - Abstract Stripes (1972),Lindsay R S Gordon,https://collections.ed.ac.uk/art/record/99423?highlight=*:*
Seated Female Nude (1953),Laura Nye,https://collections.ed.ac.uk/art/record/21117?highlight=*:*
Discobolus (without head),Unknown,https://collections.ed.ac.uk/art/record/20591?highlight=*:*
Big Black Crow Valley (1988),Joanna De Pear,https://collections.ed.ac.uk/art/record/99464?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),Unknown,https://collections.ed.ac.uk/art/record/20691?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21598?highlight=*:*
Unknown,Emma Gillies,https://collections.ed.ac.uk/art/record/53581?highlight=*:*
Sugar Bowl,Ainsley Francis,https://collections.ed.ac.uk/art/record/53724?highlight=*:*
Distortion 1 (2014),George MacIntosh,https://collections.ed.ac.uk/art/record/47452?highlight=*:*
Unknown (1950),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50552?highlight=*:*
Camel (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21692?highlight=*:*
Study for completed image (1960),Vivien Alexander,https://collections.ed.ac.uk/art/record/50624?highlight=*:*
Riders from West Frieze of the Parthenon (1836-1837),Gillian Mather,https://collections.ed.ac.uk/art/record/20663?highlight=*:*
Untitled (1968),Carole Danielson,https://collections.ed.ac.uk/art/record/22500?highlight=*:*
Untitled (1964),James Fleming,https://collections.ed.ac.uk/art/record/22483?highlight=*:*
Untitled (1969),Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/22489?highlight=*:*
Unknown (1952),Unknown,https://collections.ed.ac.uk/art/record/53488?highlight=*:*
Bust of Queen Nefertiti (White) (Unknown),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/20622?highlight=*:*
Townscape with Mountains (1948),Mieczyslaw T. Janikowski,https://collections.ed.ac.uk/art/record/21422?highlight=*:*
Portrait of a Woman (1959),William D. MacKay,https://collections.ed.ac.uk/art/record/22715?highlight=*:*
Portrait of a Young Man (1950),Norman Nisbet,https://collections.ed.ac.uk/art/record/21074?highlight=*:*
untitled (1961),James T Carlyle,https://collections.ed.ac.uk/art/record/21760?highlight=*:*
Street Scene with Cars (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99393?highlight=*:*
Untitled (1963),Leslie Allan,https://collections.ed.ac.uk/art/record/99383?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50382?highlight=*:*
Black Rock (1983),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21592?highlight=*:*
Untitled (1983-1984),Moyna Flannigan,https://collections.ed.ac.uk/art/record/21915?highlight=*:*
The Boston-Edinburgh Portfolio II (2006),Unknown,https://collections.ed.ac.uk/art/record/99855?highlight=*:*
Landscape (1987),Brian Godley,https://collections.ed.ac.uk/art/record/112496?highlight=*:*
3.a Clarendon serif (1972),Anthony Benjamin,https://collections.ed.ac.uk/art/record/21670?highlight=*:*
Unknown (1964),Ian Patterson,https://collections.ed.ac.uk/art/record/53582?highlight=*:*
Unknown (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/50376?highlight=*:*
Untitled,Peter Pretsell,https://collections.ed.ac.uk/art/record/99793?highlight=*:*
Ples (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22472?highlight=*:*
Standing Male Nude (1959),Lys Hansen,https://collections.ed.ac.uk/art/record/20955?highlight=*:*
Reclining Female Nude (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20922?highlight=*:*
Untitled (Unknown),Paul Furneaux,https://collections.ed.ac.uk/art/record/21780?highlight=*:*
125 (2015),Mark Osborne,https://collections.ed.ac.uk/art/record/53772?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53551?highlight=*:*
Standing Female Nude,Vincent Butler,https://collections.ed.ac.uk/art/record/21261?highlight=*:*
Untitled (Circa 1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21537?highlight=*:*
Charioteer facing right,Annette G B Ronald,https://collections.ed.ac.uk/art/record/20660?highlight=*:*
Portrait of a Woman in a Green-Checked Blouse (1952),Christopher Nugent,https://collections.ed.ac.uk/art/record/22698?highlight=*:*
Part Piece,David Abbott,https://collections.ed.ac.uk/art/record/122752?highlight=*:*
Jalvation cocktail (Green) (2007),Emma Gillies,https://collections.ed.ac.uk/art/record/99888?highlight=*:*
Lid (1920s),Peter Standen,https://collections.ed.ac.uk/art/record/122075?highlight=*:*
Landscape with City in background (1958-1959),Emma Gillies,https://collections.ed.ac.uk/art/record/20793?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/99959?highlight=*:*
Cantilever Ring (2013),Sally Morrison,https://collections.ed.ac.uk/art/record/21310?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21567?highlight=*:*
Nun with Two Workmen in a Country Landscape,Unknown,https://collections.ed.ac.uk/art/record/22557?highlight=*:*
Still Life Table (Circa 1965),Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/22616?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21571?highlight=*:*
Untitled (1989),Jane R. Nicoll,https://collections.ed.ac.uk/art/record/22566?highlight=*:*
Reverse Reserve (1975),Gordon Mitchell,https://collections.ed.ac.uk/art/record/22522?highlight=*:*
Reclining Nude,Doreen Taylor,https://collections.ed.ac.uk/art/record/122774?highlight=*:*
Unknown,Ian Paterson,https://collections.ed.ac.uk/art/record/53548?highlight=*:*
Still Life with Button Mushrooms (1962),James T Carlyle,https://collections.ed.ac.uk/art/record/122857?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53667?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),Jacqueline A N Stieger,https://collections.ed.ac.uk/art/record/20697?highlight=*:*
Standing Female Nude (1958),Westmacott,https://collections.ed.ac.uk/art/record/122776?highlight=*:*
Reclining goddesses from the Parthenon (east pediment) (Pre 1830),Kevin Maguire,https://collections.ed.ac.uk/art/record/20631?highlight=*:*
Untitled - Nude Female Lying on a Patterned Bed (1967),Ailsa Robertson,https://collections.ed.ac.uk/art/record/99358?highlight=*:*
Portrait of Woman with Hand on her Head (1950),Joan F. Biggins,https://collections.ed.ac.uk/art/record/20803?highlight=*:*
"Lloret de Mar, Costa Brava (1958)",Anthony Sinclair,https://collections.ed.ac.uk/art/record/50613?highlight=*:*
Unknown (1960),Robin E. Bownass,https://collections.ed.ac.uk/art/record/50604?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53705?highlight=*:*
Seated Female Nude (1953),Rosemary Schofield,https://collections.ed.ac.uk/art/record/20942?highlight=*:*
Still Life with Stuffed Pheasant and Skull (Circa 1966),George M. Donald,https://collections.ed.ac.uk/art/record/122859?highlight=*:*
Blue Altarpiece (Circa 1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21016?highlight=*:*
Reclining Nude (1953),Laura Nye,https://collections.ed.ac.uk/art/record/21118?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/99919?highlight=*:*
Urban Scene,Paul J Donaldson,https://collections.ed.ac.uk/art/record/21446?highlight=*:*
Playground (1989),Linda Gilliard,https://collections.ed.ac.uk/art/record/22634?highlight=*:*
Yellow Abstract with Half People,Jim Mooney,https://collections.ed.ac.uk/art/record/22530?highlight=*:*
Portrait of a Man (1956),Unknown,https://collections.ed.ac.uk/art/record/21258?highlight=*:*
Broderie Anglais jacket,Unknown,https://collections.ed.ac.uk/art/record/102664?highlight=*:*
The Boundary of Balance (2019),Dong Ding,https://collections.ed.ac.uk/art/record/113743?highlight=*:*
Lid (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122077?highlight=*:*
In the Kitchen (1989),Robert Bushe,https://collections.ed.ac.uk/art/record/22608?highlight=*:*
Standing Male Nude (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20883?highlight=*:*
Untitled (Mar 1949),Allan W. Robson,https://collections.ed.ac.uk/art/record/21743?highlight=*:*
Unknown (1949),John Thomson,https://collections.ed.ac.uk/art/record/50483?highlight=*:*
Male Nude in pose of Rodin's 'Thinker' (1957),Hylda M Sutcliffe,https://collections.ed.ac.uk/art/record/20830?highlight=*:*
In''Head (1973),Catherine Freeland,https://collections.ed.ac.uk/art/record/112355?highlight=*:*
Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53555?highlight=*:*
Industrial Landscape,Unknown,https://collections.ed.ac.uk/art/record/123292?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53504?highlight=*:*
Untitled (Unknown),Anna Richardson,https://collections.ed.ac.uk/art/record/21937?highlight=*:*
Townscape in Snow (1980s),Paul Furneaux,https://collections.ed.ac.uk/art/record/21434?highlight=*:*
Design folio (1961),Sheila Flinn,https://collections.ed.ac.uk/art/record/102686?highlight=*:*
Untitled (1961),Norma Kirk,https://collections.ed.ac.uk/art/record/22010?highlight=*:*
"Metope 7, from entablature of the Parthenon (1837)",George Glen,https://collections.ed.ac.uk/art/record/20642?highlight=*:*
Game Birds,[Unknown] Black,https://collections.ed.ac.uk/art/record/53607?highlight=*:*
"Commercial Street, Leith (JAN 1950)",John W. Corner,https://collections.ed.ac.uk/art/record/50515?highlight=*:*
Hand Thrown Pot (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53734?highlight=*:*
November III (St Andrews) (1991),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54749?highlight=*:*
Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53554?highlight=*:*
Unknown (1947),Mabel D. Lawford,https://collections.ed.ac.uk/art/record/50536?highlight=*:*
Untitled - Two Birds (1963),Norman Thom,https://collections.ed.ac.uk/art/record/99417?highlight=*:*
Reclining Female Nude (1954),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21260?highlight=*:*
Cantoria (front),Unknown,https://collections.ed.ac.uk/art/record/20579?highlight=*:*
NO 6 (1952),Norman W. Anderson,https://collections.ed.ac.uk/art/record/50627?highlight=*:*
Untitled (2007),Freya Cumming,https://collections.ed.ac.uk/art/record/99894?highlight=*:*
Study for Composition (1949),Alistair Smart,https://collections.ed.ac.uk/art/record/50477?highlight=*:*
Unknown (1963),Alexander Wilson,https://collections.ed.ac.uk/art/record/53592?highlight=*:*
Unknown (1960),George H McIntosh,https://collections.ed.ac.uk/art/record/53578?highlight=*:*
People with a Horse (1983),Tina Lappinen-Ritchie,https://collections.ed.ac.uk/art/record/122699?highlight=*:*
"Marché, rue Mouffetard (1963)",Ann F Ward,https://collections.ed.ac.uk/art/record/99341?highlight=*:*
Portrait of a Man (1959),Bruce Clapperton,https://collections.ed.ac.uk/art/record/20909?highlight=*:*
Male Nude at Wash Bowl (recto) (1946),Unknown,https://collections.ed.ac.uk/art/record/22649?highlight=*:*
Portrait of a Woman's Head (1948),Thomson,https://collections.ed.ac.uk/art/record/20842?highlight=*:*
Two Figures Talking Over a Wall (1967),Margaret Lothian,https://collections.ed.ac.uk/art/record/99271?highlight=*:*
Standing Female Nude (1951),Ruth Wilson,https://collections.ed.ac.uk/art/record/21230?highlight=*:*
Untitled (1963),[Unknown] Black,https://collections.ed.ac.uk/art/record/22024?highlight=*:*
Skeleton Studies (Circa 1957),David Young,https://collections.ed.ac.uk/art/record/20861?highlight=*:*
Still Life with Fish (1949),Alistair F. Flattely,https://collections.ed.ac.uk/art/record/22700?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53622?highlight=*:*
Portrait of a Woman (Circa 1959),Ronald G Browne,https://collections.ed.ac.uk/art/record/21318?highlight=*:*
Untitled - Reclining Nude Woman (1963),Gordon Bryce,https://collections.ed.ac.uk/art/record/99276?highlight=*:*
Untitled (2007),Esther McGreggor,https://collections.ed.ac.uk/art/record/99895?highlight=*:*
Seated Nude (1953),Robert L Thomson,https://collections.ed.ac.uk/art/record/21121?highlight=*:*
Siesta (1952),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/123340?highlight=*:*
Portrait of a Young Boy (1956),David McClure,https://collections.ed.ac.uk/art/record/21334?highlight=*:*
Abstract (Circa 1965),James B. Thomson,https://collections.ed.ac.uk/art/record/21402?highlight=*:*
Sweeps and Chimney Pots (Circa 1952),Frances M. Walker,https://collections.ed.ac.uk/art/record/102659?highlight=*:*
Landscape with Horse (1945-1946),William MacLaren,https://collections.ed.ac.uk/art/record/21065?highlight=*:*
Untitled (1964),James Goodall,https://collections.ed.ac.uk/art/record/99846?highlight=*:*
Unknown (20 FEB 1956),James C. Y. Gavin,https://collections.ed.ac.uk/art/record/53494?highlight=*:*
Profile of Man in Yellow Jumper,Fergus A Mather,https://collections.ed.ac.uk/art/record/99357?highlight=*:*
Untitled (Unknown),Alison Williams,https://collections.ed.ac.uk/art/record/21944?highlight=*:*
Untitled - Two Chefs (1984-1985),Angus C. A. Hood,https://collections.ed.ac.uk/art/record/99429?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53518?highlight=*:*
Porcus Omnivorous (1994),Sara Ogilvie,https://collections.ed.ac.uk/art/record/21960?highlight=*:*
Virgin and Child (Tondo),Unknown,https://collections.ed.ac.uk/art/record/20544?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53663?highlight=*:*
Seated Woman in Red and Green Dress (1966),Unknown,https://collections.ed.ac.uk/art/record/122766?highlight=*:*
Portrait of Standing Woman wearing Overalls (1959),Denness Morton,https://collections.ed.ac.uk/art/record/20889?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99813?highlight=*:*
View of a House,Lynne Coyle,https://collections.ed.ac.uk/art/record/21493?highlight=*:*
Scapa Flow (1982),Reinhard Behrens,https://collections.ed.ac.uk/art/record/21665?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21905?highlight=*:*
Untitled - Figure Drawing of A Nude Woman Lying Down (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99278?highlight=*:*
Still Life Lobster Creel (1965),Helen M. Percy,https://collections.ed.ac.uk/art/record/122870?highlight=*:*
Untitiled (Circa 1960),Robert L Snowden,https://collections.ed.ac.uk/art/record/21544?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53649?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53648?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53668?highlight=*:*
Unknown,Josephine Ganter,https://collections.ed.ac.uk/art/record/53569?highlight=*:*
