title,artist,link
Untitled (1968),Gerard McGeary,https://collections.ed.ac.uk/art/record/22006?highlight=*:*
Untitled (1947),Esther W. Hamilton,https://collections.ed.ac.uk/art/record/21731?highlight=*:*
Woman with Child and Still Life (1938),Catherine I. McIvor,https://collections.ed.ac.uk/art/record/22512?highlight=*:*
Head Monotype No. 24 (1959),Alan M. Alexander,https://collections.ed.ac.uk/art/record/50592?highlight=*:*
Victory (07 Jul 1946),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/21322?highlight=*:*
Portrait of a Woman (1956),John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA,https://collections.ed.ac.uk/art/record/21184?highlight=*:*
Highstreet Harlesden (1964-1965),Gordon Bryce,https://collections.ed.ac.uk/art/record/99282?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Forde,https://collections.ed.ac.uk/art/record/20726?highlight=*:*
Untitled (1966),Unknown,https://collections.ed.ac.uk/art/record/22476?highlight=*:*
Unknown (Circa 1890),Alastair Clark,https://collections.ed.ac.uk/art/record/50461?highlight=*:*
Dispersion (1991),George Hamilton,https://collections.ed.ac.uk/art/record/21911?highlight=*:*
Seated Female Nude (1953),Sheena McEwan,https://collections.ed.ac.uk/art/record/20931?highlight=*:*
Standing Female Nude (21 FEB 1956),James T Carlyle,https://collections.ed.ac.uk/art/record/20901?highlight=*:*
Railings in a Landscape (1962),Unknown,https://collections.ed.ac.uk/art/record/122850?highlight=*:*
Standing Male Nude,Jessie May Stirling,https://collections.ed.ac.uk/art/record/20834?highlight=*:*
Princess Margaret tomb from Lincluden Collegiate Church (1912),Joseph Cavagnari,https://collections.ed.ac.uk/art/record/20569?highlight=*:*
Untitled (1961),Sheila M Gilchrist,https://collections.ed.ac.uk/art/record/99377?highlight=*:*
"A PHP Error was encountered Severity: Warning Message: Undefined array key ""dctitleen"" Filename: views/search_results.php Line Number: 98 A PHP Error was encountered Severity: Warning Message: Trying to access array offset on null Filename: views/search_results.php Line Number: 98 (1965)",Frances Sander,https://collections.ed.ac.uk/art/record/99525?highlight=*:*
Teapot,Janet Gillies,https://collections.ed.ac.uk/art/record/122543?highlight=*:*
Untitled (Unknown),Paul Gladston,https://collections.ed.ac.uk/art/record/21706?highlight=*:*
Rothering (1947),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21739?highlight=*:*
Untitled (1985),Jason Praete,https://collections.ed.ac.uk/art/record/21587?highlight=*:*
Sleeping Female Nude (1948),James W. H. Cumming,https://collections.ed.ac.uk/art/record/122866?highlight=*:*
Unknown (Circa 1986),Audrey C. Redpath,https://collections.ed.ac.uk/art/record/50434?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53541?highlight=*:*
Still Life with Teapot,Bull,https://collections.ed.ac.uk/art/record/20757?highlight=*:*
Espresso Cup (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53695?highlight=*:*
Scaffolding - 'Formasons Stone Renovators Edinburgh',Ian Johnstone,https://collections.ed.ac.uk/art/record/21506?highlight=*:*
Seated Female Nude on Yellow Spread (Circa 1950),Thomas E. Clapperton,https://collections.ed.ac.uk/art/record/122747?highlight=*:*
Little Bird (1985),Robert Adam,https://collections.ed.ac.uk/art/record/21622?highlight=*:*
Dark Room with Blue Wall and Picture,Elizabeth Gourlay,https://collections.ed.ac.uk/art/record/22539?highlight=*:*
Unknown (1950),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/50567?highlight=*:*
Woman in Fish Net,Unknown,https://collections.ed.ac.uk/art/record/22537?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21675?highlight=*:*
Woman with Pink Hair (1987),Henry Rogers,https://collections.ed.ac.uk/art/record/21476?highlight=*:*
Bowl (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122130?highlight=*:*
Untitled (1967),Gwen Mackenzie,https://collections.ed.ac.uk/art/record/21755?highlight=*:*
Untitled (1991),Joanna [Coffin?],https://collections.ed.ac.uk/art/record/21871?highlight=*:*
Untitled (Unknown),Glen M. K. Onwin,https://collections.ed.ac.uk/art/record/21822?highlight=*:*
Standing Male Nude (1952),David Michie,https://collections.ed.ac.uk/art/record/21387?highlight=*:*
Replica cast (brown) of Parthenon slab GE31,Unknown,https://collections.ed.ac.uk/art/record/20656?highlight=*:*
"Couplings, Escalator for sale (2017)",Tessa Lynch,https://collections.ed.ac.uk/art/record/102736?highlight=*:*
Untitled (1988),Jodie Pear,https://collections.ed.ac.uk/art/record/21552?highlight=*:*
Untitled (2003),Carolyn Muskat,https://collections.ed.ac.uk/art/record/99955?highlight=*:*
Unknown (1952),Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/53487?highlight=*:*
In Edinburgh Carnival '65 (1965),Kenneth R Duffy,https://collections.ed.ac.uk/art/record/99493?highlight=*:*
Unknown (1930s),James H Donaldson,https://collections.ed.ac.uk/art/record/53528?highlight=*:*
Side Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53618?highlight=*:*
Indian Still Life,Christine Ironside,https://collections.ed.ac.uk/art/record/122903?highlight=*:*
Anatomy Test Jeckon H,Maureen Dawson,https://collections.ed.ac.uk/art/record/112351?highlight=*:*
Untitled (1990),Robert Euman,https://collections.ed.ac.uk/art/record/122846?highlight=*:*
Still Life with Apples,John P Busby,https://collections.ed.ac.uk/art/record/123107?highlight=*:*
Abstract in Yellow and Turquoise,Tom Sheran,https://collections.ed.ac.uk/art/record/123113?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53514?highlight=*:*
1. Meccarama (1972),Anthony Benjamin,https://collections.ed.ac.uk/art/record/21667?highlight=*:*
Abstract,V. Constant,https://collections.ed.ac.uk/art/record/111443?highlight=*:*
Portrait of a Woman (1952),Martin G C McKeown,https://collections.ed.ac.uk/art/record/21415?highlight=*:*
Untitled,Jock Nicol,https://collections.ed.ac.uk/art/record/111035?highlight=*:*
Untitled (1962),John Fraser,https://collections.ed.ac.uk/art/record/99818?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),Pavlov Chailly,https://collections.ed.ac.uk/art/record/20702?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Kerri Stean,https://collections.ed.ac.uk/art/record/50474?highlight=*:*
Untitled (2007),Maria Garbolewska,https://collections.ed.ac.uk/art/record/99978?highlight=*:*
Untitled (1947),Unknown,https://collections.ed.ac.uk/art/record/21769?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99816?highlight=*:*
Firenze Winter (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53478?highlight=*:*
View of a Street and Market in Assisi (1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20853?highlight=*:*
Quick Sketch (1950),Patrick W. Barclay,https://collections.ed.ac.uk/art/record/50619?highlight=*:*
Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21909?highlight=*:*
Untitled (NOV 1968),Caroline Rose,https://collections.ed.ac.uk/art/record/21843?highlight=*:*
Unknown,Maureen Baird,https://collections.ed.ac.uk/art/record/50622?highlight=*:*
IV,Jane R. Nicoll,https://collections.ed.ac.uk/art/record/122739?highlight=*:*
Untitled (Unknown),R. Sander,https://collections.ed.ac.uk/art/record/21607?highlight=*:*
Untitled (Pink) (2014),Phoebe Mitchell,https://collections.ed.ac.uk/art/record/53777?highlight=*:*
Untitled - Figured Drawing of Nude Woman on a Couch (1963),Gordon Bryce,https://collections.ed.ac.uk/art/record/99329?highlight=*:*
Orange and Lemon Playing Games I (1999),CBE HRSA HRSW Wilhelmina Barns-Graham,https://collections.ed.ac.uk/art/record/54751?highlight=*:*
Seated Female Nude (1954),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21409?highlight=*:*
Composition with Red Sprouting Beans (Circa 1975),Andrew J. Neil,https://collections.ed.ac.uk/art/record/22643?highlight=*:*
Portrait of a Young Man (1950),Joseph Maxwell,https://collections.ed.ac.uk/art/record/21061?highlight=*:*
Embroidered panel,Winsome Douglass,https://collections.ed.ac.uk/art/record/113834?highlight=*:*
Untitled (1948),Allan W. Robson,https://collections.ed.ac.uk/art/record/21744?highlight=*:*
Unknown (1949),Alexander Cree,https://collections.ed.ac.uk/art/record/50543?highlight=*:*
Architectural Frieze with Lion's Head,Unknown,https://collections.ed.ac.uk/art/record/20535?highlight=*:*
Unknown,Alan J McLeod,https://collections.ed.ac.uk/art/record/53605?highlight=*:*
Fish in a Whirlpool (1953),Hans Jelinek,https://collections.ed.ac.uk/art/record/21653?highlight=*:*
Pylons in the Landscape (01 MAY 1985),Allison E Sharpe,https://collections.ed.ac.uk/art/record/21468?highlight=*:*
Old Pentland (1965),John Picking,https://collections.ed.ac.uk/art/record/122742?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53573?highlight=*:*
Untitled (1971),G.A. C,https://collections.ed.ac.uk/art/record/21927?highlight=*:*
Seated Nude Woman (1957-1959),Albert Robson,https://collections.ed.ac.uk/art/record/20813?highlight=*:*
Large Head (1984),Gwen W. Hardie,https://collections.ed.ac.uk/art/record/22622?highlight=*:*
Untitled (1963),Andrew Raeburn,https://collections.ed.ac.uk/art/record/22018?highlight=*:*
Dutch Street Scene (1930s),Katherine Ogilvy,https://collections.ed.ac.uk/art/record/122804?highlight=*:*
Untitled (1962),Chris Holmes,https://collections.ed.ac.uk/art/record/21770?highlight=*:*
Farm Building (01 MAY 1985),Allison E Sharpe,https://collections.ed.ac.uk/art/record/21467?highlight=*:*
Marshal from the West Frieze of the Parthenon (1836-1837),James N. Hardie,https://collections.ed.ac.uk/art/record/20689?highlight=*:*
Unknown (1949),Gwen W. Hardie,https://collections.ed.ac.uk/art/record/50532?highlight=*:*
Self Portrait against Window (Circa 1983),Unknown,https://collections.ed.ac.uk/art/record/22593?highlight=*:*
Nude in Blue,Aimee Laporte,https://collections.ed.ac.uk/art/record/122971?highlight=*:*
Untitled (2006),John Maclean,https://collections.ed.ac.uk/art/record/99880?highlight=*:*
Composition with Wire Form (1994),Margaret Simster,https://collections.ed.ac.uk/art/record/47458?highlight=*:*
Landscape with Farmhouse (1948),Jo Ganter,https://collections.ed.ac.uk/art/record/20799?highlight=*:*
Untitled (2002),Patrick Wichtler,https://collections.ed.ac.uk/art/record/99923?highlight=*:*
Damn blast and a side order of damn,Colin Montgomery,https://collections.ed.ac.uk/art/record/22545?highlight=*:*
The Mirror Conspiracy (2007),Joakim Lund,https://collections.ed.ac.uk/art/record/99972?highlight=*:*
Portrait of a Man (1962),Leslie Johns,https://collections.ed.ac.uk/art/record/21263?highlight=*:*
Patrick Nuttgens (recto),John Whittaker,https://collections.ed.ac.uk/art/record/22738?highlight=*:*
Portrait of a Woman (1959),W Bryden,https://collections.ed.ac.uk/art/record/21105?highlight=*:*
Cantoria (right panel),Unknown,https://collections.ed.ac.uk/art/record/20580?highlight=*:*
Untitled (Unknown),Frelyn Morton,https://collections.ed.ac.uk/art/record/21969?highlight=*:*
Untitled - Two Men in Suits (1967),Catherine Robin,https://collections.ed.ac.uk/art/record/99412?highlight=*:*
Untitled (1966),Molly Harris,https://collections.ed.ac.uk/art/record/99833?highlight=*:*
Empty Potato Field,Frances M. Walker,https://collections.ed.ac.uk/art/record/22693?highlight=*:*
Skeleton (1957),Norman E Kirkpatrick,https://collections.ed.ac.uk/art/record/21023?highlight=*:*
Autumnal Image,John Johnstone,https://collections.ed.ac.uk/art/record/22632?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),Unknown,https://collections.ed.ac.uk/art/record/20711?highlight=*:*
Unknown (Unknown),Robert Euman,https://collections.ed.ac.uk/art/record/21866?highlight=*:*
Unknown,William J. Dungate,https://collections.ed.ac.uk/art/record/53546?highlight=*:*
Reclining Male Nude (1957),Sarah Jamieson,https://collections.ed.ac.uk/art/record/20964?highlight=*:*
Untitled (2002),Albert Robson,https://collections.ed.ac.uk/art/record/99946?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Vivien Hinkley,https://collections.ed.ac.uk/art/record/20721?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53684?highlight=*:*
Unknown (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53558?highlight=*:*
Seated Male Nude with Foot Resting on Stool (1961),Plehakraborty,https://collections.ed.ac.uk/art/record/21296?highlight=*:*
Portrait of a Man (19 NOV 1958),A Robson,https://collections.ed.ac.uk/art/record/20936?highlight=*:*
Crouching Venus,Unknown,https://collections.ed.ac.uk/art/record/19845?highlight=*:*
Self-Portrait (1968),Arthur J Baglee,https://collections.ed.ac.uk/art/record/99381?highlight=*:*
Central Park in the Dark Some 40 Years Ago (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21000?highlight=*:*
Portrait of a Seated Young Woman (MAR 1960),John Gilbert,https://collections.ed.ac.uk/art/record/20998?highlight=*:*
Untitled,A. Thomas,https://collections.ed.ac.uk/art/record/111045?highlight=*:*
Landscape with Resting Harvesters (1953),John Houston,https://collections.ed.ac.uk/art/record/122708?highlight=*:*
Untitled (1987),Pamela Richardson,https://collections.ed.ac.uk/art/record/21570?highlight=*:*
Portrait Study (1950),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/22703?highlight=*:*
Abstract Composition in Yellow and Blue (Circa 1976),Gordon MacDonald,https://collections.ed.ac.uk/art/record/22556?highlight=*:*
Reclining Female Nude (1953),Mary Edmond,https://collections.ed.ac.uk/art/record/20895?highlight=*:*
Portrait of a Woman (1939-1940),Robert A Campbell,https://collections.ed.ac.uk/art/record/21129?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53636?highlight=*:*
Unknown (1963),Roger Cameron,https://collections.ed.ac.uk/art/record/53590?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21789?highlight=*:*
The Stone of Orkney (2012),Teruo Isomi,https://collections.ed.ac.uk/art/record/21366?highlight=*:*
Efficacious Force (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47443?highlight=*:*
Woman Sitting,Helen M. Percy,https://collections.ed.ac.uk/art/record/122798?highlight=*:*
Untitled (1955),Alan Bartram,https://collections.ed.ac.uk/art/record/99828?highlight=*:*
"Metope 1, south entablature, Parthenon (1837)",Susan Alexander,https://collections.ed.ac.uk/art/record/20639?highlight=*:*
Four Orchids,Jean B. M. Lothian,https://collections.ed.ac.uk/art/record/50408?highlight=*:*
Stairway (Circa 1979),John Kieran,https://collections.ed.ac.uk/art/record/22636?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/112499?highlight=*:*
Peacocks at Beveridge Park (20 Apr 1984),Unknown,https://collections.ed.ac.uk/art/record/21631?highlight=*:*
Untitled (Unknown),Marie Waugh,https://collections.ed.ac.uk/art/record/99914?highlight=*:*
"Still Life with White Lace, Fish and Edinburgh Castle (1967)",Peter Wheeler,https://collections.ed.ac.uk/art/record/22580?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21332?highlight=*:*
Unknown (18 MAY 1948),Edward A. Gage,https://collections.ed.ac.uk/art/record/50630?highlight=*:*
Unknown (1960),John Gilbert,https://collections.ed.ac.uk/art/record/53490?highlight=*:*
Seated Male Nude on Stool (1955),J Salter,https://collections.ed.ac.uk/art/record/21193?highlight=*:*
Untitled (2006),Elizabeth Shepherd,https://collections.ed.ac.uk/art/record/99875?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21992?highlight=*:*
Man with Two Birds (1947),Perpetua Pope,https://collections.ed.ac.uk/art/record/122736?highlight=*:*
Multiple Views of Female Nude (1949),Douglas Gordon,https://collections.ed.ac.uk/art/record/21102?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53713?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102725?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53520?highlight=*:*
Two Circus Acts in One (1958),Seong Moy,https://collections.ed.ac.uk/art/record/21704?highlight=*:*
Seated Female Nude (1949),Leszek Muszynski,https://collections.ed.ac.uk/art/record/21075?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99806?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21851?highlight=*:*
Lamb (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122124?highlight=*:*
Standing Female Nude (1967),Sylvia M. R. Cameron,https://collections.ed.ac.uk/art/record/22701?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53651?highlight=*:*
Two Standing Nudes in a Landscape (1951),James P W Syme,https://collections.ed.ac.uk/art/record/20835?highlight=*:*
Tomb,Susan Robson,https://collections.ed.ac.uk/art/record/22534?highlight=*:*
Shimmurmur (2006),James Bellinger,https://collections.ed.ac.uk/art/record/99887?highlight=*:*
Black Sitka (1961),William Johnstone,https://collections.ed.ac.uk/art/record/499?highlight=*:*
Untitled - Bikes in a Garage (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99437?highlight=*:*
Standing Male Nude (Circa 1939),Alistair W McCheyne,https://collections.ed.ac.uk/art/record/21085?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/50526?highlight=*:*
Untitled (1989),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21971?highlight=*:*
Untitled (1946),Vivian Chapman,https://collections.ed.ac.uk/art/record/21736?highlight=*:*
Chinese damask robe (19th Century),Unknown,https://collections.ed.ac.uk/art/record/100005?highlight=*:*
Unknown,Alexander Cree,https://collections.ed.ac.uk/art/record/50548?highlight=*:*
Bowl (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122129?highlight=*:*
Untitled - Figure Drawing of a Man on a Stool (1964),Gordon Bryce,https://collections.ed.ac.uk/art/record/99326?highlight=*:*
Untitled (1962),James Goodall,https://collections.ed.ac.uk/art/record/99848?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53646?highlight=*:*
Baroque Nude (1959),Alan Alexander,https://collections.ed.ac.uk/art/record/21092?highlight=*:*
Stairs,Scott Lawrie,https://collections.ed.ac.uk/art/record/21515?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53709?highlight=*:*
Portrait of Graham Sulivan (1955),Ursula Giles,https://collections.ed.ac.uk/art/record/22704?highlight=*:*
Untitled (1970s),Charlotte H.M. Bryce,https://collections.ed.ac.uk/art/record/21833?highlight=*:*
Portrait of a Woman (1939),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/21130?highlight=*:*
Untitled (1962),W. Douglas,https://collections.ed.ac.uk/art/record/21765?highlight=*:*
Smocking diagrams and samples,Unknown,https://collections.ed.ac.uk/art/record/102667?highlight=*:*
Standing Female Nude (1954),Elizabeth Blackadder,https://collections.ed.ac.uk/art/record/21406?highlight=*:*
Man with Woman Smoking (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/22549?highlight=*:*
Performing Labour in an Industrial Setting I (2020),Aisling Ward,https://collections.ed.ac.uk/art/record/113775?highlight=*:*
"Sweden - Fishing for Str⁯ömming, Furusund (1962)",Oliver Harris,https://collections.ed.ac.uk/art/record/99338?highlight=*:*
Serving Plate,Ann F Ward,https://collections.ed.ac.uk/art/record/53620?highlight=*:*
Harbour scene,Emma Gillies,https://collections.ed.ac.uk/art/record/102744?highlight=*:*
Untitled - Portrait of a Woman with Short Hair (1961),Derek Maguire,https://collections.ed.ac.uk/art/record/99454?highlight=*:*
Untitled (1967),Gavin Waddell,https://collections.ed.ac.uk/art/record/99379?highlight=*:*
Untitled (Unknown),Alistair Bell,https://collections.ed.ac.uk/art/record/21861?highlight=*:*
Untitled (1963),Madelene R Galloway,https://collections.ed.ac.uk/art/record/99822?highlight=*:*
Portrait of a Man (1959),Kenneth Dingwall,https://collections.ed.ac.uk/art/record/21331?highlight=*:*
Portrait of a Seated Woman (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/21172?highlight=*:*
Table-Top Still Life with Oranges (Circa 1963),Roger W. Cameron,https://collections.ed.ac.uk/art/record/122841?highlight=*:*
Standing Male Nude (1957),Alejandro B. Braso,https://collections.ed.ac.uk/art/record/21247?highlight=*:*
Rockpools,Rosemary Reid,https://collections.ed.ac.uk/art/record/20762?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53572?highlight=*:*
Vojna Tajna (Unknown),Boris Bućan,https://collections.ed.ac.uk/art/record/22029?highlight=*:*
Fragment of foliated frieze (mediaeval),Unknown,https://collections.ed.ac.uk/art/record/20558?highlight=*:*
Landscape (Circa 1953),Trevor Stubley,https://collections.ed.ac.uk/art/record/21413?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53685?highlight=*:*
Untitled (16 Jan 1979),James M. Fraser,https://collections.ed.ac.uk/art/record/21644?highlight=*:*
Man (Circa 1977),Alfons Bytautas,https://collections.ed.ac.uk/art/record/122795?highlight=*:*
Drawing of a Young Woman (12 NOV 1959),Sheila Percival,https://collections.ed.ac.uk/art/record/20990?highlight=*:*
Unknown (1957),Joan F. Biggins,https://collections.ed.ac.uk/art/record/50612?highlight=*:*
Unknown,Robert Hamilton Dalrymple,https://collections.ed.ac.uk/art/record/53532?highlight=*:*
Abstract Still Life with Jug and Fruit Bowl (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21080?highlight=*:*
Female Nude (1952),David Michie,https://collections.ed.ac.uk/art/record/21388?highlight=*:*
Portrait of a Bearded Man (1960),Marjory Dickson,https://collections.ed.ac.uk/art/record/20992?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53678?highlight=*:*
Country Pleasure (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/122879?highlight=*:*
Standing Male Nude (1953),Allan Sutherland,https://collections.ed.ac.uk/art/record/20979?highlight=*:*
Standing Female Nude (1954),Nita Newman,https://collections.ed.ac.uk/art/record/21254?highlight=*:*
Untitled (1961),Vivien Alexander,https://collections.ed.ac.uk/art/record/99385?highlight=*:*
Mexican needleweaving birds and hearts (1951),Unknown,https://collections.ed.ac.uk/art/record/102693?highlight=*:*
Self Portrait,Ursula Giles,https://collections.ed.ac.uk/art/record/22728?highlight=*:*
Modulated Joy #1 (2016),Ed Compson,https://collections.ed.ac.uk/art/record/99267?highlight=*:*
Chimney (1986),Charles P. Stiven,https://collections.ed.ac.uk/art/record/122777?highlight=*:*
Portrait of a Woman (19 JAN 1953),Mary C. A. Edmond,https://collections.ed.ac.uk/art/record/21197?highlight=*:*
Aeschylus and Socrates (1975),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21700?highlight=*:*
Untitled (1967),June Hanlon,https://collections.ed.ac.uk/art/record/22019?highlight=*:*
Untitled (1962),Chris Holmes,https://collections.ed.ac.uk/art/record/21771?highlight=*:*
Foot Study (Unknown),Unknown,https://collections.ed.ac.uk/art/record/123536?highlight=*:*
Positano (FEB 1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50446?highlight=*:*
Untitled (Unknown),Robert Henderson Blyth,https://collections.ed.ac.uk/art/record/21689?highlight=*:*
Unknown (1947),Sheila Turnbull,https://collections.ed.ac.uk/art/record/50454?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99811?highlight=*:*
Untitled (NOV 1988),Joanne Leonie Milne,https://collections.ed.ac.uk/art/record/21936?highlight=*:*
A Picture of a Small Dog Going on a Long Journey (Unknown),Margaret Clyde,https://collections.ed.ac.uk/art/record/21884?highlight=*:*
Unknown (1960),Jean I. Beattie,https://collections.ed.ac.uk/art/record/50615?highlight=*:*
Kneeling Female Nude (1959),Jean I. Beattie,https://collections.ed.ac.uk/art/record/20924?highlight=*:*
Orkney Totem (1980),Reinhard Behrens,https://collections.ed.ac.uk/art/record/21690?highlight=*:*
Espresso Cup (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53702?highlight=*:*
Stag (20th Century),Emma Gillies,https://collections.ed.ac.uk/art/record/53748?highlight=*:*
Untitled - Portrait of a Female with Fringe (1963-1964),Irene G. Thomson,https://collections.ed.ac.uk/art/record/99420?highlight=*:*
Portrait of a Man (Circa 1963),Ruth M. L. Walker,https://collections.ed.ac.uk/art/record/122756?highlight=*:*
Portrait of a Young Woman (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20879?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50439?highlight=*:*
Dog (1966),James Fairgrieve,https://collections.ed.ac.uk/art/record/21345?highlight=*:*
Architectural Drawing,Graeme McKenna,https://collections.ed.ac.uk/art/record/21459?highlight=*:*
The Berwick Law (Feb 1983),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21811?highlight=*:*
Unknown (1946),Margaret C. Ogilvy,https://collections.ed.ac.uk/art/record/50493?highlight=*:*
Still Life (1949),Marion M Cooper,https://collections.ed.ac.uk/art/record/122966?highlight=*:*
Portrait of a Man (1966),James Fairgrieve,https://collections.ed.ac.uk/art/record/21396?highlight=*:*
Woman in Floral Dress (Circa 1955),Eric Ritchie,https://collections.ed.ac.uk/art/record/21395?highlight=*:*
Abstract Landscape with Orange and Black (1965-1966),Laura McPherson,https://collections.ed.ac.uk/art/record/99392?highlight=*:*
Sea Shore (Unknown),Richard Florsheim,https://collections.ed.ac.uk/art/record/21662?highlight=*:*
Seated Man Playing a Stringed Instrument (1952),Douglas Kerr,https://collections.ed.ac.uk/art/record/21040?highlight=*:*
Unknown,Ruari MacLeod,https://collections.ed.ac.uk/art/record/50437?highlight=*:*
Still Life with Bottles and Bowls (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/22720?highlight=*:*
Unknown (1947),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50438?highlight=*:*
Portrait of a Woman (1951),James P W Syme,https://collections.ed.ac.uk/art/record/21231?highlight=*:*
Girl (Unknown),Bosko Karanovic,https://collections.ed.ac.uk/art/record/21648?highlight=*:*
Unknown (1960),Hugh Deans,https://collections.ed.ac.uk/art/record/53530?highlight=*:*
Views of a Male Nude (FEB 1952),Martin G C McKeown,https://collections.ed.ac.uk/art/record/21416?highlight=*:*
Memorabilia (Unknown),James Cumming,https://collections.ed.ac.uk/art/record/21651?highlight=*:*
Seated Female Nude on Painted Wooden Chair (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/122695?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99808?highlight=*:*
Sleeping Figure,Paul Gladston,https://collections.ed.ac.uk/art/record/21516?highlight=*:*
Standing Male Nude (1958),David Rifat,https://collections.ed.ac.uk/art/record/20874?highlight=*:*
Archway,Louise Allardyce,https://collections.ed.ac.uk/art/record/21524?highlight=*:*
Reclining Female Nude (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/20968?highlight=*:*
Untitled (1983-1984),Lindsay Marshall,https://collections.ed.ac.uk/art/record/21563?highlight=*:*
Seated Male Nude (1959),W Bryden,https://collections.ed.ac.uk/art/record/21108?highlight=*:*
"Pro Tanto Quid Retribuamus/For so much, what shall we give in return? (2017)",Lara Hirst,https://collections.ed.ac.uk/art/record/100018?highlight=*:*
Standing Male Nude,A Wrever,https://collections.ed.ac.uk/art/record/20859?highlight=*:*
Untitled,Ruth Stiven,https://collections.ed.ac.uk/art/record/99494?highlight=*:*
Untitled (1965),Frances Sander,https://collections.ed.ac.uk/art/record/99527?highlight=*:*
